,index,Domain,Tags,Symbols,Content,DOM,BERT,Duration,Result
387,387,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
388,388,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
389,389,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
390,390,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
391,391,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
392,392,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
393,393,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
394,394,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
395,395,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
396,396,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
397,397,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
398,398,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
399,399,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
400,400,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
401,401,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
402,402,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
403,403,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
404,404,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
405,405,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
406,406,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
407,407,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
408,408,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
409,409,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
410,410,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
411,411,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
412,412,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
413,413,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
414,414,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
415,415,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
416,416,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
417,417,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
418,418,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
419,419,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
420,420,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
421,421,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
422,422,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
423,423,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
424,424,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
425,425,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
426,426,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
427,427,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
428,428,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
429,429,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
430,430,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
431,431,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
432,432,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
433,433,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
434,434,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
435,435,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
436,436,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
437,437,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
438,438,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
439,439,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
440,440,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
441,441,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
442,442,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
443,443,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
444,444,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
445,445,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
446,446,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
447,447,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
448,448,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
449,449,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
450,450,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
451,451,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
452,452,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
453,453,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
454,454,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
455,455,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
456,456,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
457,457,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
458,458,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
459,459,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
460,460,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
461,461,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
462,462,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
463,463,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
464,464,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
465,465,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
466,466,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
467,467,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
468,468,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
469,469,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
470,470,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
471,471,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
472,472,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
473,473,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
474,474,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
475,475,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
476,476,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
477,477,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
478,478,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
479,479,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
480,480,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
481,481,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
482,482,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
483,483,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
484,484,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
485,485,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
486,486,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
487,487,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
488,488,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
489,489,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
490,490,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
491,491,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
492,492,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
493,493,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
494,494,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
495,495,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
496,496,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
497,497,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
498,498,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
499,499,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
500,500,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
501,501,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
502,502,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
503,503,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
504,504,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
505,505,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
506,506,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
507,507,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
508,508,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
509,509,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
510,510,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
511,511,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
512,512,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
513,513,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
514,514,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
515,515,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
516,516,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
517,517,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
518,518,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
519,519,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
520,520,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
521,521,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
522,522,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
523,523,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
524,524,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
525,525,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
526,526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
527,527,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
528,528,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
529,529,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
530,530,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
531,531,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
532,532,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
533,533,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
534,534,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
535,535,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
536,536,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
537,537,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
538,538,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
539,539,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
540,540,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
541,541,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
542,542,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
543,543,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
544,544,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
545,545,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
546,546,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
547,547,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
548,548,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
549,549,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
550,550,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
551,551,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
552,552,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
553,553,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
554,554,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
555,555,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
556,556,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
557,557,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
558,558,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
559,559,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
560,560,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
561,561,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
562,562,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
563,563,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
564,564,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
565,565,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
566,566,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
567,567,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
568,568,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
569,569,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
570,570,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
571,571,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
572,572,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
573,573,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
574,574,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
575,575,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
576,576,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
577,577,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
578,578,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
579,579,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
580,580,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
581,581,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
582,582,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
583,583,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
584,584,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
585,585,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
586,586,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
587,587,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
588,588,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
589,589,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
590,590,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
591,591,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
592,592,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
593,593,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
594,594,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
595,595,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
596,596,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
597,597,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
598,598,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
599,599,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
600,600,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
601,601,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
602,602,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
603,603,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
604,604,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
605,605,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
606,606,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
607,607,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
608,608,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
609,609,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
610,610,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
611,611,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
612,612,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
613,613,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
614,614,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
615,615,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
616,616,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
617,617,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
618,618,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
619,619,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
620,620,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
621,621,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
622,622,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
623,623,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
624,624,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
625,625,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
626,626,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
627,627,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
628,628,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
629,629,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
630,630,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
631,631,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
632,632,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
633,633,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
634,634,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
635,635,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
636,636,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
637,637,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
638,638,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
639,639,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
640,640,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
641,641,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
642,642,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
643,643,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
644,644,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
645,645,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
646,646,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
647,647,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
648,648,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
649,649,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
650,650,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
651,651,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
652,652,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
653,653,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
654,654,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
655,655,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
656,656,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
657,657,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
658,658,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
659,659,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
660,660,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
661,661,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
662,662,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
663,663,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
664,664,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
665,665,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
666,666,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
667,667,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
668,668,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
669,669,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
670,670,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
671,671,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
672,672,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
673,673,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
674,674,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
675,675,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
676,676,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
677,677,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
678,678,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
679,679,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
680,680,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
681,681,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
682,682,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
683,683,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
684,684,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
685,685,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
686,686,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
687,687,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
688,688,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
689,689,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
690,690,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
691,691,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
692,692,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
693,693,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
694,694,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
695,695,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
696,696,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
697,697,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
698,698,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
699,699,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
700,700,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
701,701,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
702,702,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
703,703,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
704,704,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
705,705,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
706,706,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
707,707,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
708,708,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
709,709,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
710,710,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
711,711,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
712,712,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
713,713,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
714,714,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
715,715,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
716,716,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
717,717,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
718,718,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
719,719,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
720,720,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
721,721,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
722,722,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
723,723,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
724,724,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
725,725,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
726,726,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
727,727,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
728,728,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
729,729,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
730,730,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
731,731,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
732,732,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
733,733,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
734,734,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
735,735,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
736,736,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
737,737,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
738,738,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
739,739,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
740,740,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
741,741,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
742,742,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
743,743,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
744,744,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
745,745,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
746,746,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
747,747,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
748,748,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
749,749,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
750,750,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
751,751,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
752,752,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
753,753,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
754,754,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
755,755,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
756,756,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
757,757,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
758,758,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
759,759,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
760,760,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
761,761,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
762,762,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
763,763,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
764,764,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
765,765,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
766,766,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
767,767,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
768,768,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
769,769,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
770,770,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
771,771,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
772,772,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
773,773,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
